order_id,customer_id,order_date,product_id,product_name,product_price,quantity
20238f3d-2fef-4b64-bdff-2fd17d6f176e,21283a31-6c79-4d6c-ac70-f7f0e87afcd2,2023-09-02,a207a9ee-13d1-4dae-854f-105d93cdd360,field,44.99,2
7686143c-98c4-46b8-8327-ad20a280bb28,9304f73a-2564-4c2a-ac96-0c35aff1c264,2023-12-04,d9146dad-5089-4048-974d-0c6629420e23,option,48.48,2
47bb74b6-f693-4983-a188-fa50e5d65598,b5243a31-369f-4e7b-b80a-7e32223d3edc,2024-07-14,c0c12594-55b7-4c7f-8478-5dc0f85d8301,open,82.6,2
4e5a3e38-830b-4852-8f52-8bc6750b729d,2211a5cb-4133-4b23-9f74-5b978de0ed6b,2023-09-06,260c429d-0d81-49e5-957d-79c225ad88e5,why,13.32,3
27f70fc7-cea2-4ff6-a76b-a22dad17b23b,c4407494-7d1d-4db1-bc5f-8a28e04e1f7e,2023-10-21,cdafa446-512f-4722-bda3-a573cecdaaaf,but,31.63,4
29b8ef89-90eb-431d-bb33-45d4f9707d99,4cb56819-539a-4b22-bbcd-29755ddeebe5,2024-01-25,7b85126a-6352-46c8-992f-6b44cc22aca3,decision,79.58,3
5fcfccf0-6d07-4337-8a66-7b8cf4e89182,8f554349-1b54-4e11-a967-7c813fcad277,2023-12-11,fb250351-15f5-4ed1-8fea-ab2dac1cf0ea,decide,12.14,5
782c73cf-ffa1-474d-b1b0-8b4b9bb1bc1b,06a3c63b-a58b-4359-86f5-d2e8980f2a38,2024-07-08,ebfdb2dd-dc18-47bb-a64a-e345d737b09e,face,79.66,5
c9dd7263-310e-4397-9f84-d3e2dfd296a9,83a6c5d8-b21f-439c-b402-f95d5acf038b,2024-03-28,a615c7bc-8e78-43b2-96d7-fa7080836345,provide,45.12,1
8fb81f72-5ab6-44a9-a958-5face0c48f83,b4892698-f0be-4f62-942b-dedf4ffc399c,2024-01-04,fe1796e6-45d1-4017-b68e-44720157b737,charge,80.28,5
915d600e-f265-4eb4-b2c2-c131c9e7f659,f03e8417-adf4-4da7-ab95-c734d7148230,2024-02-28,99909383-2504-4676-94fd-16b38ab9eb62,eight,21.72,5
48f4436f-8e63-4e53-a530-05731010c52f,5f3a4905-9fdf-42f2-b883-4c73e2e10e44,2024-06-05,0dcb5bb1-36ab-4645-ae18-6552b66aa025,deep,61.01,3
042b4c2b-2019-4ffe-85e2-1213a5d03088,ad7331f6-717b-464e-b452-6fc63aabb8cb,2023-11-04,3ec5b618-a138-4eed-b2c5-8c867a71e61e,at,80.4,3
a8367b37-d246-413e-82bf-bc7b9d0c8ca7,fef5ee6e-5e7f-4d96-a04c-180afc1ca996,2024-06-21,b8b3d2b0-17c2-4464-8a68-7110c2af3b5d,show,70.99,5
870148e5-e1f1-4aae-b8bb-2dee5184d64b,27531bd6-da6b-4b8d-b7b8-b9f1e49c6fdf,2024-06-15,e4e4868f-8604-4b0f-8cc9-b47f4d73db30,response,73.26,3
9cdcae31-1df7-4a97-86f9-cce7e5311da2,14ad43e3-7d9d-421e-8f90-78627f168adb,2023-12-13,7d8c4939-32ca-4c69-8339-9c9d28a4f856,her,61.03,2
5e2000c0-8ac2-4d0d-a502-0d70b5e18d26,2cf07733-5d38-414f-b188-de293de8d70d,2023-08-30,64d13199-7ec2-404b-84f2-5231e268583f,song,73.52,5
c2a09ead-4338-468a-9869-2b6157ef9d15,c41014e1-daaa-4a20-8a9c-7db3dd07a363,2024-07-19,9a0a579a-a415-4851-815d-30546eccf578,section,11.42,5
61f70105-3826-465c-ad3c-e67cdaea9ec1,591d3b6a-e5f6-4a17-a04b-c24e470ebea3,2024-02-08,9b3479d3-905b-4b50-ab5f-ebd91d1185b9,common,58.25,4
a066f3e2-69ca-4e7b-ba0b-e44af07d96e6,d09217da-1474-4cf3-a3d7-ca4a882aefda,2024-02-19,3ad988b8-3e41-4cf9-9d00-cfb51e8b00bc,plan,12.2,3
39c99eeb-377b-4024-83d2-9dc9b0b722ec,100cb35d-682a-4bd1-9cb4-faf62f079e3d,2024-06-02,b44535a0-2f0a-4255-917e-068d71e29540,note,91.75,1
4488cc85-fd4f-4741-a4aa-e2270b2b3793,3892fe9a-8837-4ddc-9c3b-07d53add46c6,2024-05-30,61e3a7af-2da9-4231-a728-487e69ccb8e8,magazine,38.85,5
be91cb6a-a17b-47b5-b611-6d31498be1ad,de9e2342-6c56-4652-b0da-72354eb24b90,2024-06-17,e6faf0ec-c4b5-4419-8d03-06c69d9e78f4,meeting,48.05,5
0914506a-de04-4ca3-bfd5-2bbddf9d17a8,07e0e2e1-94d5-44b9-b72b-1489955a1685,2023-11-27,60bc7102-b882-4476-bc17-32a8530a4a82,four,12.11,1
e9229100-b2ac-4b0f-aff7-c62c8058394f,716438a8-abc7-4373-8604-5c09573e1160,2024-01-29,446d1cf5-37a2-46cd-8926-70f452219e41,it,84.44,5
a0b3c926-a22b-492f-a4b4-0ef3d6894fa6,b8cd8547-3c4f-426a-9102-cd5d33030dc7,2023-09-17,26998e07-3f44-43a7-ab7f-47b3632112a0,might,43.03,3
184a7d58-4d26-4274-9c3e-5c2ef9acb18f,5b31c0bf-377c-4ebc-aebf-480ca3c7d587,2023-11-03,1f29ed1b-7f07-4aba-8a42-72624485fe35,from,50.43,5
97ece6dc-ed97-4b99-a337-58a1a09ec26f,26067501-343b-4b5a-945d-6acd7c3a3b3b,2024-07-07,7b552bd6-a69c-4f43-9c7d-a6c5fbacfda1,western,67.62,1
911e3b1c-ec09-4428-9395-7d568e5b74a5,13a1b582-7443-47cd-af10-fb23045c20c4,2024-06-11,3507f3d5-7948-4020-ab59-11bb37f32e1f,move,73.28,4
e038c5bb-a103-49ad-9336-0d81ef959cc1,be821d13-a1d0-4f77-86c7-64efe9480480,2023-12-09,b5def9e7-0a2c-4c8b-b69e-059cb2a262e2,example,44.88,3
8805d372-ec17-482a-a4a1-428479465f11,9c0c78bf-e06b-47b4-8f8f-43ee368182b5,2024-02-05,765b9ad5-c10b-4d99-a75c-018ce8573cb7,laugh,77.0,5
5ca19477-758c-43a8-977a-9fa383ea165d,a7b71f1f-c5dd-4bcd-b6b1-7f606ebda270,2023-09-05,ac0faf24-8cbd-4dad-a665-33abea6c01a9,enjoy,99.0,3
2af77f4a-e3f4-4d83-932a-823c04333a56,68658f73-0133-4c8e-8406-a98836787f8b,2023-08-12,4b6a1979-80a5-4b7a-ab5d-1b4c027b6699,own,60.46,1
7dac64fb-a250-4048-acf1-4ecff399daae,13871c91-09bb-4159-9d64-f234c0f11c53,2023-12-31,0a2cf9d1-c554-4bef-8ca7-495464872766,water,31.26,3
e9dd1617-af6b-4f48-880c-3eccde03af9c,0d323e16-79fa-4930-9c09-d684f6f7b6cd,2023-09-27,faa1565a-9393-4655-a086-5699eab5d4b1,public,19.43,1
27058edd-d02f-461a-8dd7-d622285cf4bd,e6df8672-96f6-45ca-aceb-8d32e591fb48,2024-01-31,9ca61633-4567-43a0-b56f-8c2dc3dcdd4a,him,57.48,2
1956a004-b32d-4cc1-9637-d5dc34e028a1,8513135d-ed3c-4a47-b371-ae7e6ff647e6,2023-08-23,a3fbfbd8-3dfa-47b6-a844-1b76b464c5d2,movie,53.52,4
c19309a9-6b55-4985-b47e-bd643515b56b,d5997aaf-eb14-43e3-bd42-458b187600bb,2024-02-10,5b63891f-9ff3-4b82-bb57-87b6b0ef4f67,response,47.56,5
4e56e6bf-1f0f-4832-b786-aced812606f0,af4c901d-5055-45c8-aaf9-2fdcfdd4da40,2023-09-11,85311185-7683-4be6-ad52-898de88d3f7d,series,92.2,4
0f848f12-312a-4961-b234-d0b458f12773,2b2b688a-8d54-41d9-96f2-b85eb6d4b910,2024-03-22,bdbd33a7-27b6-43b2-8539-e91cb96f1b42,usually,14.53,3
d98a4183-fc87-4bf9-bcdc-d65fa32b3216,836b79cd-1123-436d-bfb0-ca428d8afec5,2024-02-06,bbf2c8ed-151c-4b40-9454-c9025d11dff0,future,27.22,1
a04c2f12-4150-4cf0-96f5-f81fd95d2dfc,e6039ac8-4a10-4ce7-85bf-40b4b915253d,2024-05-25,308083e7-825e-4edb-baef-a0aee610529c,control,52.15,1
8aab0dd2-0793-4c06-aec5-91c99923896f,0c9de407-0021-41d1-91f1-1a833912e1e9,2024-07-07,920da127-ade3-453c-b04d-6d31e6427c86,score,38.98,3
548cbbcb-7944-4319-a82d-ffe622568f0d,489c5f42-3f1f-472d-abd8-10db2c2d20cc,2024-02-18,3da64f15-c7da-482b-8fb0-7caa85eabfab,get,68.74,3
7abe8d96-d01e-4df7-becc-8af7342d3f51,dbff6e44-e523-423c-bbc1-47e5cf18854a,2024-05-20,f565596b-feca-451e-9cac-e47cc7ecafe1,politics,51.93,1
b9ccb313-45b7-45af-aef0-f0a66a374329,b6b90f28-34bc-4cb6-8fa5-8876e0be8e67,2024-07-02,0259c06f-6532-4bed-9574-6e2ab6f475af,your,37.04,5
0d4f8f4a-e594-45c5-b8ee-1a8fb7778731,08b68723-d9c6-40d0-a59e-f8e8a6bda545,2023-10-17,c74ad702-d8f8-4ddc-98c9-472c7a0e6aef,training,11.51,1
55694cf7-bef1-4f11-87bb-f49b5549cbc7,bad4f28f-c3f0-482e-ba86-073622e6d36f,2024-07-24,96a5cf25-7880-4500-9f17-8b904a0a876d,price,62.28,3
60078909-a972-427d-98f5-b821408e13a4,858d5757-f9a6-4c34-a171-8caf928dc96f,2024-04-10,d0ec96e6-b322-41ce-907a-21db0f85e993,tough,46.19,2
d84e7b24-4b88-4428-8d68-a28db0ada18d,c30ddc74-a9e9-4424-be75-91a1c23467d8,2024-05-30,2d18e3a0-94c6-48d2-865d-0a0323b9853c,section,78.35,1
a596a2e2-2a6e-4cf2-8c34-d8dd82c90aba,53840c2d-ed9b-42e8-a41c-a685d0fe8cdc,2023-10-06,1a2d121b-197e-4a98-b4d0-84170a7be06e,particular,92.87,4
cddb4959-68f8-4e58-ba68-9259309b357f,36decc5d-25ed-4b0c-853b-51483c27c8ea,2024-03-21,884990ea-ddeb-4223-a0a1-b40ec080030f,option,12.12,3
7f9a080a-b97e-424f-b59f-1163cf9521b7,749a317e-ed7e-4fe4-9510-eac60a63d727,2024-03-07,89f719bd-5715-4f9a-a5d2-f8209807fd2e,win,78.31,5
d047a866-c80a-4b80-9161-73210c02456a,c5950c8d-7b71-4f13-a895-c708eb40adf2,2024-01-18,b48be239-050f-4375-aac6-024123f89a98,market,47.54,4
6e5aa5c3-e57f-41c1-b3f7-63a315cb4ac4,32761f45-3976-4d04-b165-71259df4060c,2024-06-08,860506be-951e-4d54-9750-bfd32dd2bf57,reality,18.44,5
05e5378d-f3cb-4dd7-8186-a714cf195087,b14ebe7f-60bf-43b3-8165-3d9ce65f6b41,2023-08-19,d79d05d2-f8cb-4d7f-8f78-f9ef84241954,rather,26.62,2
0fa6f644-3a9c-4378-95ba-80e9395b9d31,ffee4537-1ec2-4427-ba1d-2df0c8256f5d,2024-01-04,3303171c-4cb1-46b3-9e4d-ce0e573c3834,middle,72.18,3
389881e8-6c68-4a4a-9322-3e41e0f9cabe,44223327-28b5-44fe-9fd2-78915d199e19,2023-09-19,7202eb89-a54f-4f3d-9707-43c5b4e021cb,or,61.08,3
31e9bd31-9077-47f0-9a11-46cbbdc91807,621793da-910c-4889-8599-2319a43f939e,2024-07-26,deb6830f-1847-4a05-ad32-8e135b6ac277,song,39.17,2
e48113cd-735b-4785-8073-9bd716a0e4c0,71bc30c6-b0be-490d-9428-1bcedf0a9216,2024-06-02,81301378-f318-4236-a7ef-85b7b6c75b23,political,26.81,2
e81b05ee-4dce-46d1-ac70-e017b4a5c889,381031dc-52cd-4914-8f00-dee80568e0fd,2024-02-09,db3a04a4-0f36-4cc1-a0cd-a17c23a1f933,computer,92.57,3
45427aa6-b24b-4f36-83f2-825467b56e21,5b7a5084-20ce-413d-88d5-c23f4869e558,2023-12-06,74cc7753-3148-4080-8fac-6514f5641bd0,school,87.91,1
456c17a2-b9fa-477e-a7e0-010a80c659b7,c95c74d8-9c24-4c7f-adc8-47241bcbbb81,2023-10-14,fb39f962-8b44-4ff1-b9e6-c541730090b2,do,62.34,2
8f7e9e16-fc83-4369-b801-f23bdac5d012,fc51de10-131d-4fb8-890b-c8a9620c436a,2024-03-27,278076b3-3197-463f-8340-43274874b37c,lose,35.64,4
4ab3f41a-2293-44d1-8ef9-b55dab1c0a20,863514b4-76f0-4bf8-b7f2-e97575ebdb46,2023-12-07,3a611677-d825-4b50-97d5-00ecc4d41d2f,peace,54.89,5
01763a51-95f6-4f0f-952e-ebdec3414aa6,181874f5-138a-47ef-bdbc-aa606a1fa739,2023-11-14,5fe0f288-8460-4a48-bfb1-97d0260b7b27,field,81.41,1
3953b527-0d20-40bf-9ba8-86eb604eae25,20ab532c-2f4d-4006-b068-8257dfc16b42,2023-10-13,11990eab-e276-4ffe-b8ac-10301bc3aff4,everyone,99.2,5
fb8d65e8-2968-4237-bb6d-e2e3ca9a31c1,53a25afe-97e5-4d9f-9673-07e1a83ca078,2024-02-28,8cdca4b1-2e21-4dc7-8f72-dac671f3f31a,its,48.59,5
181378bc-f53a-4cef-b5a6-31ac06c28e30,ab5698aa-6e66-4f8c-a4c7-0c63234af8a5,2024-07-08,513b3a0f-6a57-4bac-8764-545ed3047ec7,may,70.64,5
30b2ce88-9da9-4958-8d9a-91735dc93190,6b5f52d6-ab5a-43f1-86e9-269d7bd31311,2023-11-14,f8e2e17e-26f5-43a6-a191-ce3a1e300d55,throw,64.77,3
4b6a0854-5106-4505-9b5a-7c8ad3c7707a,21ca941f-eee0-49f2-86ad-f2db05fea176,2024-06-12,6a9dbc59-8f30-402c-b9ed-ce84bb153fad,reach,53.95,4
4a1bd0f1-9a9e-4c58-8598-f2b0f6182ed8,c1887c90-4bf2-4e1b-9954-2f231f67e09b,2024-05-19,43821998-83ca-4188-92c9-2b37fd1e1a9b,control,50.04,2
dab26292-5b54-4386-9567-ff2d9c1b6b70,15f0c948-68f7-44fd-8e75-141e2299b071,2024-05-25,d4ba04ad-8f13-4d2e-9356-fe2c2a4c692a,color,21.44,5
781a7614-a953-4619-a507-f8d7ef53e5f2,105c73e8-9f04-4edc-9f58-0f3023adaa8d,2024-02-07,8bf4cce2-b1ff-4186-858f-36d5d0154997,commercial,92.96,4
d66da707-cdd0-4c5c-bb69-b79b06f4fd9a,58400e4b-f818-4e7d-b612-a3772a6ab603,2023-09-29,6cb96452-920a-4acc-8936-cbcca56d868f,modern,50.99,1
a72b0f78-329f-4c27-9b63-011be0a38b58,2184f1d3-db3b-4d05-b470-44a36de63585,2024-01-23,3fbf2864-2558-4203-8f04-4dd87fa9765c,whom,41.05,4
acedd2ff-e855-42a2-a859-37b8211c2976,5051e9f9-340a-4098-acd6-6ce1efaf7352,2024-03-28,6855790d-dd11-415f-8ed5-6b110dae602d,commercial,41.84,3
0d4197b8-791b-484d-9b6d-59a06932c429,c4d5bcc9-51ba-4650-8bf3-757fb161ad80,2023-11-13,05fc8915-abea-4668-a2a8-2b81e449790e,mean,64.8,4
d5ff50be-8b42-4200-bc33-8908a20bd0c4,181e22cc-a180-40a9-a2bb-17670812e018,2023-12-18,46aff7e6-ac57-4283-919c-dd8cef87aff9,whether,86.12,3
0e6a0bde-84b2-4926-b464-1fad90a1ba54,93abf98d-cc52-4edc-b985-854389fa6cd9,2024-01-02,735432c0-b2ce-4615-b8ef-fac4e85f2725,teach,84.8,4
0d837f8a-3825-4d04-964d-1ab2ab6e4b1f,f6254b30-ea9b-4531-a950-45e49ab37d06,2023-09-27,f55e7948-5cc2-45ad-99dd-ca9f7a521754,international,40.58,2
cada3d9a-a2e1-4f0a-b112-5dd8934d6d2f,100ee15c-edb5-4d9c-b888-848ef877412e,2024-06-08,5c6a4752-a851-4018-b24f-67cdd840dfce,maintain,10.86,3
663c319a-48ac-411f-a02e-ac430615ab32,d2776ede-8231-4a79-911f-78ac88d94729,2024-05-15,d3a964c0-155b-4757-9108-683c7c8a5b2d,marriage,40.92,4
9f22ac8b-3aca-471b-9c23-95a0ba7dded3,69ee2710-f5b1-443b-b649-1c9832f5fc3c,2024-04-30,36fe43f9-1a3e-46e5-8b9e-afc9b31152f9,wonder,85.37,4
c52600ad-bf7c-402a-ada9-a90c0c02ab83,bf02f492-0b4f-40df-ba10-174b9a688975,2024-01-04,8fe175fc-eba3-4823-ad58-573731e70a36,cost,72.77,5
8e94520f-2950-4b85-a7e1-813b85d00917,b8c7e1cf-931d-4d7b-926d-ffbcbac71aae,2024-04-03,08918959-64f1-4490-897c-8e732441ccc2,accept,82.6,3
0c5384f5-c85e-4dbc-83bd-e8aa51746a83,b9e53001-8f2e-4879-b664-f28e5437b58c,2024-06-30,046babe2-e284-4e25-8955-0487a265410c,age,60.84,3
f09051e1-2fb4-4ee8-8374-a37b645b78b4,c0dfb9d1-1614-4c44-ad29-f679d051f87f,2023-12-28,a553537a-9fa0-48f2-b0e0-b1d51118c9cb,father,65.96,3
9a5557dd-b460-4aea-819e-a275ceb189fe,f820ee27-846a-43cf-830e-283dead33c86,2024-04-08,5245d7b5-286d-452c-b388-fc5528f52bf2,threat,21.05,4
e2228d7e-3234-4db0-bf1e-c766ff837a87,b009c1cc-a91c-4358-bce3-56a741ad4559,2024-04-12,22fc301d-6fa7-43f1-b0b9-4da1de56152c,key,47.14,2
4c15bd08-665b-4cc4-9d97-28acb9965548,db9cbf11-8e92-416d-8faf-a62dab6ffccc,2024-01-04,fd9ca21f-87ce-4de9-81d7-aca6f7bcd5c6,himself,90.9,5
4b2c3841-a70c-4efb-938a-e0fa88e4b2fa,cc18b5ef-a8f7-4614-9330-666f22cc6cb2,2023-08-30,7b94f687-1ceb-4581-a1bd-134430eff270,half,15.36,2
fffb774a-b791-46d7-a74d-fca4197eeb53,da4fbcef-fa7d-41cf-961b-942697b81e24,2023-09-01,b03ad6e5-2884-4b96-9275-d1c138f7fb7f,many,99.73,2
551eec1f-b1b0-47a0-bbd6-41f7e55d0316,7732a451-7b8c-4772-bd42-78243f275343,2024-01-11,8768bf21-e1d7-4bce-b10f-428d5ccd2e60,six,99.89,5
102c61df-860f-4980-b1cc-b9c600e9808a,4b3ddeb7-fa2c-4008-85bd-e80799e35251,2024-04-25,fbee8a15-b6f6-4184-997e-8f215904b35a,husband,59.46,4
161c4362-7e61-4f7e-9b29-fc597014f978,89ef469f-b999-489f-ab3c-f0731f508789,2024-07-18,94f009f3-8140-4fe8-bbb6-0fc7cbf837b9,nature,42.39,4
29582cf7-d6ab-4b0e-8e7f-c015ee5ebf2f,33ef6503-62e0-4579-93b3-cce380b2118e,2023-07-30,8f9352b1-43bb-447f-9b9d-a21b6522bf82,help,58.14,2
b0cba02c-3190-4f16-a16e-c08bbb3082cb,4fb01cc6-2917-4bcb-996f-74d216ea8513,2024-06-12,5f6741f5-ff0b-4610-a968-ffe89e68aeb4,onto,70.39,1
90c03c5d-9cfd-480f-a1a1-2f6f9cbf0114,80bd29cc-ba81-440f-ad99-1ddd183403db,2024-04-01,7a0c9606-9280-4d59-9db0-0597bd798b41,fight,93.11,1
83a0e251-5dee-4353-ac2d-7cc810ac6ec2,918895fd-5baa-478c-a829-811b78c5eeb4,2023-08-02,78073293-6d1a-4b63-9c08-d105eea7ee9c,minute,76.86,2
820c2a4f-fc3c-4093-b21f-6e386330772a,db2311b5-8820-4a09-9448-ddd609e9f610,2024-03-26,b3e9b517-8f2b-4b03-8439-cb8cfb68853e,week,35.48,4
3fc11c9a-d6bb-48f1-a104-be62cc6eda24,96bc7bc6-672c-4c43-9ed8-de2f3f8a67bf,2024-04-21,6966ce85-d644-4a36-9c3b-d1d8b3a6ccdb,child,50.46,5
36b29e15-3ac6-48ca-9994-e1c2b4602c3e,bb6336fb-e9ef-4bbf-9461-93054513af09,2024-05-17,67a09a6c-8127-4b9b-8565-b7b0387828f5,but,79.0,3
a1da5060-2831-4ed3-9f4b-b32f27a89b77,2c3fe0e0-8787-4540-9a23-e611e6d83c57,2023-08-01,86e54ccd-ceb0-467f-9f6e-8730c0cbb475,decision,46.83,1
e5c3d982-e11e-41ec-8a0a-9a4f5efd34d7,cfd8f9e4-e973-4110-ba97-197ec15580d1,2024-01-07,e2090dcb-6343-46ee-a07a-7daa805374cf,could,33.59,3
72822c6b-2ac1-402d-b517-1bbd18610690,157e12aa-c34f-40ed-9dd8-778a48b8c3e3,2024-04-09,ab780111-6af9-4451-90f2-32c5ee4fb8f8,party,46.95,1
a57e0af8-c80a-4405-9620-a6b3a3eb1a03,8ba707cc-d918-4880-989f-7e9becf09a7a,2023-10-11,2ad9a652-0dbf-4085-b316-d42f7bfc0118,lay,95.89,3
e742d987-2fa9-420a-8ebc-db0eaae6e5e5,b2d092a1-8854-4ec1-b505-51465217cee0,2023-10-14,b0de7d27-0fe9-49b1-bda9-3f431c619d98,interesting,81.27,1
2a504cd8-b37e-4e5f-9c96-f6a73bf0a899,c0b1151d-fda2-4b6f-8510-ab769b56c665,2023-12-07,a3cc2cd4-d1a0-4752-ba5f-de87ab66fc0e,score,29.27,3
e53a2c7d-6189-4679-9347-0fa61e221f4c,2a3b98e3-f90a-41d1-b754-571b267262ee,2023-11-26,856c8d1a-2808-40ae-b863-2db1966587fc,yet,65.07,2
3f0617d3-2d5f-4b8a-915a-cf87c8ed970b,9ddbcc56-ffa5-40be-b835-871e94758845,2024-05-22,35c97156-60e6-471a-86b4-4816b5cfa5b7,also,61.28,1
3414c3df-02e9-4240-a82a-5da392c20581,c466b84e-093d-40c8-b55d-af10d3d479ed,2023-10-07,a23e4bee-e207-4f34-a4b4-8634712e4153,type,62.28,4
a9451c60-a84c-4edc-921b-2585db353031,0d7135ee-b1d8-42d7-86fb-bc4a8215827b,2024-02-05,021a28a6-2b76-425d-857b-7c4e3b80b6ed,cold,16.43,3
146b9b1a-27d7-44f1-b13c-454c44158759,13beae7c-edcf-4189-a689-7a0ed5d78b1c,2024-04-01,85e3e84e-91dd-4bf6-bba2-48226f76bc99,issue,20.02,1
7eb34109-138d-4af6-8d09-438baa14a866,b9169c12-e25e-48f9-8887-6a0883244677,2024-06-03,ccb7d56f-cd4d-4fba-9505-f46781e4d9c7,table,68.3,5
9022ce3d-02ba-4365-9da2-f2f96f0f7a5c,1003e8a2-cc20-4ab6-937c-900e5891fbbe,2024-04-18,04860e52-08e0-418f-b0db-eb71c9353fe5,top,83.4,3
68c14ee6-0534-4691-9128-4838088ac9d7,523ede62-b124-4e6b-ba90-088a86b019af,2024-05-19,9d425227-a55d-438f-b1fe-11891479f348,hard,99.39,2
538980ee-67b7-40d0-94be-dc701ebca39a,ae5d83c0-c3c2-4017-af76-d004cdff3be0,2024-07-03,676215b2-b603-4ea0-b5b3-2de90d9c4606,rate,97.76,2
954efd60-e271-4013-94d2-18157b1de537,459e3ece-534b-4c6f-ad01-e2f517edafce,2023-12-30,f21c1180-26ee-4e99-8ea7-243d50c0f662,draw,78.1,1
3b138f30-3c6e-4bee-8b0d-f7d7c97c1966,23dbf803-4c9f-4fd9-a809-ad231fc789be,2024-03-15,6f8f6d35-d472-4854-b247-a39a57cc3354,describe,99.64,1
b9f43f7d-7a47-4fc7-b035-357bf6116d7f,f14880a8-d064-418f-829b-eec82f3d9668,2024-06-03,c3e2ae03-6301-4ff0-8585-15a11dbb10e9,ahead,51.63,2
e17180b5-a6cd-41c7-8e0e-353fc0ab1536,76ad1322-38c8-4a51-8d26-fccc052e856c,2024-04-19,3565af03-f666-4ce0-a0d4-0742e44c0eea,decide,76.34,4
2bd21b1a-8705-4e92-9f53-ef2feeb297cb,c3f7cc9e-2ac2-4361-bb98-854dbec27819,2024-03-04,82d67470-674d-4d3b-a6ff-d72481fb525c,again,64.95,2
b31f3005-2e80-42cd-99e1-f57e92776a40,fa6aa53d-c929-4de0-b420-a7357244d255,2023-10-19,56c3e8f8-908a-4591-aa5c-b2e1348752b7,officer,37.59,5
b1550820-d60a-418f-9653-a968851fd0a0,c88c4138-e11d-4d37-844f-4f3207e382e1,2023-08-01,2fc20f05-e50c-4814-a215-ed6fb9e8cea5,memory,61.73,2
86a15449-6d0e-44de-99bd-391e3f441479,712994a2-9b94-4aaf-a16d-713ecdeb7b71,2024-05-31,2559d792-1c4e-4970-864d-c5560ecb45f9,arrive,79.12,2
ee53f10f-499e-43cd-af05-02a464beb8bc,e55be8ed-78fd-4614-8ee4-5857007e178d,2024-07-20,fc38d620-31c2-45f4-8859-78b1cec80e1c,allow,36.65,2
0a417058-e30d-4566-ac2e-bda5925164df,c8e72342-005b-4465-8ee7-d82f3a14c136,2024-04-28,7518a4fc-20e1-4d95-b95b-f5cc43e10bf1,wall,53.99,5
